,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name,Rating_Somm
4222,Blaufränkisch 2017,Austria,Burgenland,Moric,3.8,331,14.08,2017,red,Blaufränkisch 2017 Moric red,Above Average to Very Good
4223,Castillon - Côtes de Bordeaux 2016,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,331,28.95,2016,red,Castillon - Côtes de Bordeaux 2016 Château d'Aiguilhe red,Outstanding
4224,Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017,Chile,Colchagua Valley,Emiliana,3.9,331,10.5,2017,red,Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017 Emiliana red,Outstanding
4225,Eléonore Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Lajarre,3.7,331,9.5,2016,red,Eléonore Bordeaux Supérieur 2016 Château Lajarre red,Above Average to Very Good
4226,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,331,170.59,2015,red,Pauillac (Grand Cru Classé) 2015 Château Pichon Longueville Comtesse de Lalande red,Outstanding
4227,Douro Tinto 2015,Portugal,Douro,Vale D. Maria,4.4,331,49.02,2015,red,Douro Tinto 2015 Vale D. Maria red,Outstanding
4228,Lamùri Nero d'Avola Regaleali 2016,Italy,Terre Siciliane,Tasca d'Almerita,3.9,3311,10.85,2016,red,Lamùri Nero d'Avola Regaleali 2016 Tasca d'Almerita red,Outstanding
4229,Coronas Crianza 2017,Spain,Catalunya,Torres,3.8,332,7.29,2017,red,Coronas Crianza 2017 Torres red,Above Average to Very Good
4230,Côtes du Rhône Le Bouquet Des Garrigues 2016,France,Côtes-du-Rhône,Clos du Caillou,3.9,332,15.9,2016,red,Côtes du Rhône Le Bouquet Des Garrigues 2016 Clos du Caillou red,Outstanding
4231,Pomerol 2015,France,Pomerol,Château Mazeyres,4.0,332,35.0,2015,red,Pomerol 2015 Château Mazeyres red,Outstanding
4232,Saint-Estèphe 2015,France,Saint-Estèphe,Château Meyney,3.9,332,43.87,2015,red,Saint-Estèphe 2015 Château Meyney red,Outstanding
4233,Liber Pater Cirò Rosso Classico Superiore 2014,Italy,Cirò,Ippolito 1845,3.5,332,8.2,2014,red,Liber Pater Cirò Rosso Classico Superiore 2014 Ippolito 1845 red,Above Average to Very Good
4234,Vaucluse 2015,France,Vaucluse,Le Pigeoulet des Brunier,3.8,332,13.57,2015,red,Vaucluse 2015 Le Pigeoulet des Brunier red,Above Average to Very Good
4235,Chianti Classico 2016,Italy,Chianti Classico,Castello dei Rampolla,3.9,333,28.92,2016,red,Chianti Classico 2016 Castello dei Rampolla red,Outstanding
4236,Vigna del Sorbo Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Fontodi,4.3,333,48.4,2015,red,Vigna del Sorbo Gran Selezione Chianti Classico 2015 Fontodi red,Outstanding
4237,Nero d'Avola 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.7,333,6.45,2018,red,Nero d'Avola 2018 Feudi Branciforti dei Bordonaro red,Above Average to Very Good
4238,Bardolino 2018,Italy,Bardolino,Gorgo,3.6,333,7.31,2018,red,Bardolino 2018 Gorgo red,Above Average to Very Good
4239,La Demoiselle de Sociando-Mallet Haut-Médoc 2014,France,Haut-Médoc,Château Sociando-Mallet,3.9,333,19.5,2014,red,La Demoiselle de Sociando-Mallet Haut-Médoc 2014 Château Sociando-Mallet red,Outstanding
4240,Cabernet Sauvignon (Ou Kalant) 2016,South Africa,Coastal Region,MAN,3.5,333,7.19,2016,red,Cabernet Sauvignon (Ou Kalant) 2016 MAN red,Above Average to Very Good
4241,CASK 23 Cabernet Sauvignon 2016,United States,Napa Valley,Stag's Leap Wine Cellars,4.7,333,320.0,2016,red,CASK 23 Cabernet Sauvignon 2016 Stag's Leap Wine Cellars red,Outstanding
4242,Versante Negroamaro 2015,Italy,Salento,Vallone,3.4,333,6.2,2015,red,Versante Negroamaro 2015 Vallone red,Above Average to Very Good
4243,G.A.M. Shiraz 2010,Australia,McLaren Vale,Mitolo,4.2,333,43.69,2010,red,G.A.M. Shiraz 2010 Mitolo red,Outstanding
4244,Châteauneuf-du-Pape Vieilles Vignes 2015,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.3,334,79.0,2015,red,Châteauneuf-du-Pape Vieilles Vignes 2015 Domaine de la Janasse red,Outstanding
4245,Carmenère 2016,Chile,Maule Valley,Aromo,3.4,334,8.69,2016,red,Carmenère 2016 Aromo red,Above Average to Very Good
4246,Cabernet Sauvignon - Shiraz 2016,Australia,South Australia,Oxford Landing,3.3,334,8.2,2016,red,Cabernet Sauvignon - Shiraz 2016 Oxford Landing red,Above Average to Very Good
4247,Vinsobres Les Cornuds 2017,France,Vinsobres,Famille Perrin,3.9,334,11.9,2017,red,Vinsobres Les Cornuds 2017 Famille Perrin red,Outstanding
4248,Director's Cut Shiraz 2016,Australia,Langhorne Creek,Heartland,4.2,334,23.99,2016,red,Director's Cut Shiraz 2016 Heartland red,Outstanding
4249,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Ferrière,3.8,334,38.94,2014,red,Margaux (Grand Cru Classé) 2014 Château Ferrière red,Above Average to Very Good
4250,Valdepeñas Tempranillo Crianza 2016,Spain,Valdepeñas,Pata Negra,3.4,334,5.99,2016,red,Valdepeñas Tempranillo Crianza 2016 Pata Negra red,Above Average to Very Good
4251,Alberta Annemarie Merlot 2015,South Africa,Stellenbosch,Muratie,4.1,334,14.19,2015,red,Alberta Annemarie Merlot 2015 Muratie red,Outstanding
4252,Pessac-Léognan (Premier Grand Cru Classé) 2014,France,Pessac-Léognan,Château Haut-Brion,4.5,334,498.95,2014,red,Pessac-Léognan (Premier Grand Cru Classé) 2014 Château Haut-Brion red,Outstanding
4253,Pessac-Léognan 2016,France,Pessac-Léognan,Château La Louvière,3.9,334,51.23,2016,red,Pessac-Léognan 2016 Château La Louvière red,Outstanding
4254,The Pepper Pot 2017,South Africa,Stellenbosch,Edgebaston,3.8,334,9.5,2017,red,The Pepper Pot 2017 Edgebaston red,Above Average to Very Good
4255,Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.2,3341,50.39,2011,red,Brunello di Montalcino 2011 Tenuta CastelGiocondo red,Outstanding
4256,Càtar Montsant 2017,Spain,Montsant,Pinord,3.3,335,6.45,2017,red,Càtar Montsant 2017 Pinord red,Above Average to Very Good
4257,Castel del Monte Trentangeli Rosso 2016,Italy,Castel del Monte,Tormaresca,3.7,335,13.38,2016,red,Castel del Monte Trentangeli Rosso 2016 Tormaresca red,Above Average to Very Good
4258,Barbera d'Asti Le Orme 2017,Italy,Barbera d'Asti,Michele Chiarlo,3.6,335,11.6,2017,red,Barbera d'Asti Le Orme 2017 Michele Chiarlo red,Above Average to Very Good
4259,Gran Reserva Rioja 2010,Spain,Rioja,Lan,3.9,3350,17.54,2010,red,Gran Reserva Rioja 2010 Lan red,Outstanding
4260,Kadette Cape Blend 2017,South Africa,Stellenbosch,Kanonkop,3.8,3351,9.5,2017,red,Kadette Cape Blend 2017 Kanonkop red,Above Average to Very Good
4261,Toscana 2018,Italy,Toscana,Santa Cristina,3.7,3356,7.29,2018,red,Toscana 2018 Santa Cristina red,Above Average to Very Good
4262,Vecchie Vigne Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Siro Pacenti,4.2,336,67.27,2011,red,Vecchie Vigne Brunello di Montalcino 2011 Siro Pacenti red,Outstanding
4263,Tinto 2012,Portugal,Alentejo,Sexy,3.5,336,33.14,2012,red,Tinto 2012 Sexy red,Above Average to Very Good
4264,Côtes de Bordeaux 2015,France,Côtes de Bordeaux,Château Suau,3.7,336,13.93,2015,red,Côtes de Bordeaux 2015 Château Suau red,Above Average to Very Good
4265,Cabernet Sauvignon 2015,South Africa,Stellenbosch,Alto Estate,4.0,336,16.9,2015,red,Cabernet Sauvignon 2015 Alto Estate red,Outstanding
4266,Crianza 2016,Spain,Navarra,Pagos de Aráiz,3.6,336,7.7,2016,red,Crianza 2016 Pagos de Aráiz red,Above Average to Very Good
4267,Pure Malbec 2019,Argentina,Uco Valley,Trapiche,3.5,336,9.45,2019,red,Pure Malbec 2019 Trapiche red,Above Average to Very Good
4268,Pinot Noir 2017,South Africa,Elgin,Paul Cluver,3.8,336,18.89,2017,red,Pinot Noir 2017 Paul Cluver red,Above Average to Very Good
4269,Diamond Collection Pinot Noir (Silver Label) 2017,United States,Monterey County,Francis Ford Coppola,3.5,336,29.05,2017,red,Diamond Collection Pinot Noir (Silver Label) 2017 Francis Ford Coppola red,Above Average to Very Good
4270,Pécharmant 2016,France,Pécharmant,Château de Tiregand,3.8,337,17.5,2016,red,Pécharmant 2016 Château de Tiregand red,Above Average to Very Good
4271,Haut-Médoc 2011,France,Haut-Médoc,Château Charmail,3.7,337,21.45,2011,red,Haut-Médoc 2011 Château Charmail red,Above Average to Very Good
4272,Talò Primitivo di Manduria 2018,Italy,Primitivo di Manduria,San Marzano,4.1,337,8.4,2018,red,Talò Primitivo di Manduria 2018 San Marzano red,Outstanding
4273,Cabernet Sauvignon 2016,United States,California,Bogle,3.7,3375,16.39,2016,red,Cabernet Sauvignon 2016 Bogle red,Above Average to Very Good
4274,CMS Red (Cabernet - Merlot - Syrah) 2016,United States,Columbia Valley,Hedges Family Estate,3.7,338,18.32,2016,red,CMS Red (Cabernet - Merlot - Syrah) 2016 Hedges Family Estate red,Above Average to Very Good
4275,Syrah 2017,France,Vin de France,Paul Jaboulet Aîné,3.5,338,7.7,2017,red,Syrah 2017 Paul Jaboulet Aîné red,Above Average to Very Good
4276,Pinotage 2017,South Africa,Stellenbosch,Lanzerac,3.9,338,13.5,2017,red,Pinotage 2017 Lanzerac red,Outstanding
4277,Cabernet Sauvignon 2016,United States,California,Geyser Peak,3.7,338,10.51,2016,red,Cabernet Sauvignon 2016 Geyser Peak red,Above Average to Very Good
4278,Colección Privada 2016,Spain,Rioja,Sierra Cantabria,4.0,338,30.95,2016,red,Colección Privada 2016 Sierra Cantabria red,Outstanding
4279,Dark (Red Blend) 2016,United States,California,Apothic,3.8,3389,8.48,2016,red,Dark (Red Blend) 2016 Apothic red,Above Average to Very Good
4280,Pavillon de Léoville Poyferré Saint-Julien 2015,France,Saint-Julien,Château Léoville Poyferré,4.1,339,46.75,2015,red,Pavillon de Léoville Poyferré Saint-Julien 2015 Château Léoville Poyferré red,Outstanding
4281,El Primer Paso 2018,Spain,Toro,Dominio del Bendito,4.0,339,11.6,2018,red,El Primer Paso 2018 Dominio del Bendito red,Outstanding
4282,Margaux 2015,France,Margaux,Château Marsac Séguineau,4.1,339,25.15,2015,red,Margaux 2015 Château Marsac Séguineau red,Outstanding
4283,Cabernet Sauvignon 2015,South Africa,Stellenbosch,Kanonkop,4.3,339,30.45,2015,red,Cabernet Sauvignon 2015 Kanonkop red,Outstanding
4284,Shiraz (Baker Station) 2016,South Africa,Franschhoek,Franschhoek Cellar,3.6,339,8.5,2016,red,Shiraz (Baker Station) 2016 Franschhoek Cellar red,Above Average to Very Good
4285,Rioja Reserva (Tempranillo) 2011,Spain,Rioja,Ramón Bilbao,3.8,3390,14.95,2011,red,Rioja Reserva (Tempranillo) 2011 Ramón Bilbao red,Above Average to Very Good
4286,Saldo Zinfandel 2017,United States,California,The Prisoner,4.2,3391,38.5,2017,red,Saldo Zinfandel 2017 The Prisoner red,Outstanding
4287,Vineyards Malbec 2019,Argentina,Mendoza,Trapiche,3.5,3393,4.78,2019,red,Vineyards Malbec 2019 Trapiche red,Above Average to Very Good
4288,Poggio Badiola 2016,Italy,Toscana,Mazzei,3.8,3393,9.75,2016,red,Poggio Badiola 2016 Mazzei red,Above Average to Very Good
4289,Paesi Tuoi Barolo 2015,Italy,Barolo,Vite Colte,3.8,34,18.6,2015,red,Paesi Tuoi Barolo 2015 Vite Colte red,Above Average to Very Good
4290,Bordeaux 2016,France,Bordeaux,Château Paret,3.6,34,6.51,2016,red,Bordeaux 2016 Château Paret red,Above Average to Very Good
4291,Bordeaux Supérieur 2018,France,Bordeaux Supérieur,Château Landonnet,3.8,34,7.7,2018,red,Bordeaux Supérieur 2018 Château Landonnet red,Above Average to Very Good
4292,Valdehermoso Joven 2018,Spain,Ribera del Duero,Valderiz,3.6,34,7.35,2018,red,Valdehermoso Joven 2018 Valderiz red,Above Average to Very Good
4293,Pulcino Montepulciano d'Abruzzo 2015,Italy,Montepulciano d'Abruzzo,Farnese,3.6,34,6.05,2015,red,Pulcino Montepulciano d'Abruzzo 2015 Farnese red,Above Average to Very Good
4294,Prachtstück Rot 2018,Germany,Pfalz,Weingut Metzger,3.2,34,7.89,2018,red,Prachtstück Rot 2018 Weingut Metzger red,Above Average to Very Good
4295,Capatosta 2016,Italy,Toscana,Poggio Argentiera,3.6,34,19.9,2016,red,Capatosta 2016 Poggio Argentiera red,Above Average to Very Good
4296,La Clape 2015,France,La Clape,S. Delafont,3.9,34,16.95,2015,red,La Clape 2015 S. Delafont red,Outstanding
4297,Stickleback Red 2017,Australia,Langhorne Creek,Heartland,3.5,34,8.53,2017,red,Stickleback Red 2017 Heartland red,Above Average to Very Good
4298,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,I Palazzi,3.7,34,27.78,2012,red,Brunello di Montalcino 2012 I Palazzi red,Above Average to Very Good
4299,Barolo Bussia Romirasco 2015,Italy,Barolo,Aldo Conterno,4.6,34,189.15,2015,red,Barolo Bussia Romirasco 2015 Aldo Conterno red,Outstanding
4300,La Napoleon Beaujolais Villages 2018,France,Beaujolais-Villages,Clotaire Michal,3.7,34,16.09,2018,red,La Napoleon Beaujolais Villages 2018 Clotaire Michal red,Above Average to Very Good
4301,Beaune 1er Cru 'Champs Pimont' 2017,France,Beaune 1er Cru 'Champs Pimont',Clos de la Chapelle,4.0,34,57.51,2017,red,Beaune 1er Cru 'Champs Pimont' 2017 Clos de la Chapelle red,Outstanding
4302,Fanatico Chianti Classico Riserva 2015,Italy,Chianti,Villa Trasqua,3.8,34,17.36,2015,red,Fanatico Chianti Classico Riserva 2015 Villa Trasqua red,Above Average to Very Good
4303,Gigondas 2016,France,Gigondas,François Arnaud,3.8,34,18.21,2016,red,Gigondas 2016 François Arnaud red,Above Average to Very Good
4304,Stécia Rouge 2018,France,Terrasses du Larzac,Domaine des Crès Ricards,3.8,34,9.74,2018,red,Stécia Rouge 2018 Domaine des Crès Ricards red,Above Average to Very Good
4305,Vernatsch Freisinger 2018,Italy,Südtirol - Alto Adige,Tramin,4.0,34,14.54,2018,red,Vernatsch Freisinger 2018 Tramin red,Outstanding
4306,Cabernet Sauvignon 2017,South Africa,Franschhoek,Holden Manz,4.0,34,19.9,2017,red,Cabernet Sauvignon 2017 Holden Manz red,Outstanding
4307,Contorsionista Cabernet Sauvignon 2018,Spain,Cariñena,El Circo,3.4,34,5.79,2018,red,Contorsionista Cabernet Sauvignon 2018 El Circo red,Above Average to Very Good
4308,Orsus Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.2,34,10.5,2016,red,Orsus Montepulciano d'Abruzzo 2016 Fosso Corno red,Above Average to Very Good
4309,Brauneberger Klostergarten Pinot Noir*** 2013,Germany,Mosel,Markus Molitor,4.1,34,39.9,2013,red,Brauneberger Klostergarten Pinot Noir*** 2013 Markus Molitor red,Outstanding
4310,Fattoria di Scannano Chianti 2018,Italy,Chianti,Rocca di Castagnoli,3.6,34,9.5,2018,red,Fattoria di Scannano Chianti 2018 Rocca di Castagnoli red,Above Average to Very Good
4311,Nuits-Saint-Georges 1er Cru Aux Vignerondes 2012,France,Nuits-Saint-Georges,Faiveley,3.9,34,63.9,2012,red,Nuits-Saint-Georges 1er Cru Aux Vignerondes 2012 Faiveley red,Outstanding
4312,Szapary Blaufränkisch 2014,Austria,Südburgenland,Weinbau Uwe Schiefer,4.1,34,33.25,2014,red,Szapary Blaufränkisch 2014 Weinbau Uwe Schiefer red,Outstanding
4313,Gran Dominio Crianza 2016,Spain,Rioja,Tierras y Viñas,3.7,34,6.62,2016,red,Gran Dominio Crianza 2016 Tierras y Viñas red,Above Average to Very Good
4314,Neuenahrer Sonnenberg Spätburgunder GG 2016,Germany,Ahr,Meyer - Näkel,4.1,34,49.5,2016,red,Neuenahrer Sonnenberg Spätburgunder GG 2016 Meyer - Näkel red,Outstanding
4315,Syrah - Viognier Sud de France 2016,France,Pays d'Oc,Arrogant Frog,3.9,34,7.75,2016,red,Syrah - Viognier Sud de France 2016 Arrogant Frog red,Outstanding
4316,Barbera d'Alba 2015,Italy,Barbera d'Alba,Pilone,3.8,34,11.36,2015,red,Barbera d'Alba 2015 Pilone red,Above Average to Very Good
4317,Rouquet’s Syrah 2017,France,Pays d'Oc,Le Cellier du Pic,3.8,34,7.77,2017,red,Rouquet’s Syrah 2017 Le Cellier du Pic red,Above Average to Very Good
4318,Terroir d'Altitude Malbec 2018,France,Languedoc-Roussillon,Fortant,4.0,34,8.71,2018,red,Terroir d'Altitude Malbec 2018 Fortant red,Outstanding
4319,St. Laurent Classique 2017,Austria,Burgenland,Weingut Pöckl,3.4,34,14.52,2017,red,St. Laurent Classique 2017 Weingut Pöckl red,Above Average to Very Good
4320,Navarra Tinto Roble 2017,Spain,Navarra,Pagos de Aráiz,3.3,34,6.9,2017,red,Navarra Tinto Roble 2017 Pagos de Aráiz red,Above Average to Very Good
4321,Silvestre Carmenère 2018,Chile,Rapel Valley,Ochagavia,3.7,34,6.9,2018,red,Silvestre Carmenère 2018 Ochagavia red,Above Average to Very Good
4322,Crianza Cabernet Sauvignon 2015,Spain,Navarra,Bodegas Piedemonte,3.5,34,22.94,2015,red,Crianza Cabernet Sauvignon 2015 Bodegas Piedemonte red,Above Average to Very Good
4323,Graves 2014,France,Graves,Château Lamouroux,3.6,34,16.55,2014,red,Graves 2014 Château Lamouroux red,Above Average to Very Good
4324,Cabernet Sauvignon 2013,Greece,Chalkidiki,Tsantali,3.7,34,17.79,2013,red,Cabernet Sauvignon 2013 Tsantali red,Above Average to Very Good
4325,Marchese di Villamarina 2014,Italy,Alghero,Sella & Mosca,4.1,34,44.61,2014,red,Marchese di Villamarina 2014 Sella & Mosca red,Outstanding
4326,Höhenflug Spätburgunder 2017,Germany,Pfalz,Hensel,4.0,34,16.75,2017,red,Höhenflug Spätburgunder 2017 Hensel red,Outstanding
4327,Calmo Cuvée 2016,Germany,Baden,Martin Waßmer,4.0,34,24.74,2016,red,Calmo Cuvée 2016 Martin Waßmer red,Outstanding
4328,Réserve Pinot Noir 2014,Germany,Pfalz,Oliver Zeter,3.9,34,19.5,2014,red,Réserve Pinot Noir 2014 Oliver Zeter red,Outstanding
4329,Z Rotwein 2016,Germany,Pfalz,Oliver Zeter,3.8,34,15.5,2016,red,Z Rotwein 2016 Oliver Zeter red,Above Average to Very Good
4330,Cuvée Compostelle Castillon - Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Château Côte Montpezat,4.0,34,18.95,2005,red,Cuvée Compostelle Castillon - Côtes de Bordeaux 2005 Château Côte Montpezat red,Outstanding
4331,Cabernet - Syrah 2018,France,Pays d'Oc,Les Belles Lavandières,4.0,34,6.39,2018,red,Cabernet - Syrah 2018 Les Belles Lavandières red,Outstanding
4332,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,34,47.95,2016,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2016 Château Chauvin red,Above Average to Very Good
4333,Savoir Vieillir Minervois 2018,France,Minervois,Château Maris,3.6,34,22.42,2018,red,Savoir Vieillir Minervois 2018 Château Maris red,Above Average to Very Good
4334,Collio Carantan 2009,Italy,Collio,Marco Felluga,3.7,34,40.25,2009,red,Collio Carantan 2009 Marco Felluga red,Above Average to Very Good
4335,Clos Centenaire Red 2016,Chile,Maule Valley,Casa Donoso,3.6,34,10.62,2016,red,Clos Centenaire Red 2016 Casa Donoso red,Above Average to Very Good
4336,Syrah Reserve 2017,Israel,Galilee,Tulip,4.1,34,34.9,2017,red,Syrah Reserve 2017 Tulip red,Outstanding
4337,Pasión 2017,Spain,Calatayud,Bodegas Langa,3.6,34,7.6,2017,red,Pasión 2017 Bodegas Langa red,Above Average to Very Good
4338,Frühburgunder 2017,Germany,Ahr,Meyer - Näkel,3.6,34,20.5,2017,red,Frühburgunder 2017 Meyer - Näkel red,Above Average to Very Good
4339,Tempranillo Ribera del Duero 2018,Spain,Ribera del Duero,Condado de Oriza,3.4,34,7.49,2018,red,Tempranillo Ribera del Duero 2018 Condado de Oriza red,Above Average to Very Good
4340,Arbòre Cannonau di Sardegna 2013,Italy,Cannonau di Sardegna,Gabbas,4.0,34,19.45,2013,red,Arbòre Cannonau di Sardegna 2013 Gabbas red,Outstanding
4341,Bourgogne Hautes-Côtes de Nuits 'La Montagne' 2017,France,Bourgogne Hautes-Côtes de Nuits,Domaine Truchetet,4.0,34,23.9,2017,red,Bourgogne Hautes-Côtes de Nuits 'La Montagne' 2017 Domaine Truchetet red,Outstanding
4342,Barolo Rocche di Castiglione 2015,Italy,Barolo,Vietti,4.3,34,169.0,2015,red,Barolo Rocche di Castiglione 2015 Vietti red,Outstanding
4343,Sud Malvasia Nera 2017,Italy,Salento,San Marzano,4.1,34,7.9,2017,red,Sud Malvasia Nera 2017 San Marzano red,Outstanding
4344,Merlot 2018,France,Pays d'Oc,La Forge Estate,3.7,34,7.27,2018,red,Merlot 2018 La Forge Estate red,Above Average to Very Good
4345,Bandol Rouge 2017,France,Bandol,Domaine de la Tour du Bon,3.7,34,20.67,2017,red,Bandol Rouge 2017 Domaine de la Tour du Bon red,Above Average to Very Good
4346,Mountain Red 2015,South Africa,Western Cape,Thelema,3.6,340,10.5,2015,red,Mountain Red 2015 Thelema red,Above Average to Very Good
4347,Crianza 2016,Spain,Somontano,Bodega Sommos,3.8,340,7.95,2016,red,Crianza 2016 Bodega Sommos red,Above Average to Very Good
4348,Gran Reserva 2012,Spain,Cariñena,Monte Ducay,3.6,340,8.92,2012,red,Gran Reserva 2012 Monte Ducay red,Above Average to Very Good
4349,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Valle Reale,3.8,340,11.9,2017,red,Montepulciano d'Abruzzo 2017 Valle Reale red,Above Average to Very Good
4350,Poggio Ai Chiari 2007,Italy,Toscana,Colle Santa Mustiola,4.3,340,53.35,2007,red,Poggio Ai Chiari 2007 Colle Santa Mustiola red,Outstanding
4351,Via Edetana Tinto 2015,Spain,Terra Alta,Edetària,3.7,340,33.59,2015,red,Via Edetana Tinto 2015 Edetària red,Above Average to Very Good
